Name,GlobalParcelle,Parcelle,Barber,Sexe,BioConv,Mcentroid,Ecentroid
ind158,K,K22,K22B1,m,Conv,2617,2453
ind159,K,K22,K22B1,f,Conv,2595,2572
ind160,K,K22,K22B2,m,Conv,2373,2371
ind161,K,K22,K22B1,f,Conv,2613,2579
ind162,K,K22,K22B2,m,Conv,2651,2494
ind163,K,K22,K22B2,f,Conv,2753,2680
ind164,L,L23,L23B1,m,Bio,2525,2566
ind165,L,L23,L23B1,f,Bio,2593,3028
ind166,L,L23,L23B1,m,Bio,2576,2896
ind167,L,L23,L23B1,f,Bio,2731,2598
ind168,L,L23,L23B2,m,Bio,2523,2837
ind169,L,L23,L23B2,f,Bio,2584,2699
ind170,L,L23,L23B2,m,Bio,2394,2257
ind171,L,L23,L23B2,f,Bio,2415,2536
ind172,L,L24,L24B1,m,Conv,2717,2640
ind173,L,L24,L24B1,f,Conv,2762,2862
ind174,L,L24,L24B1,m,Conv,2394,2589
ind175,L,L24,L24B1,f,Conv,2703,2689
ind176,L,L24,L24B2,m,Conv,2509,2452
ind177,L,L24,L24B2,f,Conv,2692,2737
ind178,L,L24,L24B2,m,Conv,2596,2408
ind179,L,L24,L24B2,f,Conv,2727,2777
ind180,M,M25,M25B1,m,Bio,2647,2572
ind181,M,M25,M25B1,f,Bio,2750,2826
ind182,M,M25,M25B1,m,Bio,2617,2536
ind183,M,M25,M25B1,f,Bio,2657,2745
ind184,M,M25,M25B2,m,Bio,2310,2483
ind185,M,M25,M25B2,f,Bio,2720,2935
ind186,M,M25,M25B2,m,Bio,2565,2482
ind187,M,M25,M25B2,f,Bio,2402,2871
ind188,M,M26,M26B1,m,Conv,2451,2528
ind189,M,M26,M26B1,f,Conv,2638,2571
ind190,M,M26,M26B1,m,Conv,2600,2665
ind191,M,M26,M26B1,f,Conv,2735,3393
ind192,M,M26,M26B2,m,Conv,2472,2829
ind193,M,M26,M26B2,f,Conv,2585,2602
ind194,M,M26,M26B2,m,Conv,2457,2409
ind195,M,M26,M26B2,f,Conv,2389,2431
ind196,N,N27,N27B1,m,Bio,2534,2651
ind197,N,N27,N27B1,f,Bio,2650,2614
ind198,N,N27,N27B1,m,Bio,2499,2863
ind199,N,N27,N27B1,f,Bio,2499,2586
ind200,N,N27,N27B2,m,Bio,2662,2608
ind201,N,N27,N27B2,f,Bio,2670,2572
ind202,N,N27,N27B2,m,Bio,2609,2600
ind203,N,N27,N27B2,f,Bio,2711,2331
ind204,N,N28,N28B1,m,Conv,2326,2329
ind205,N,N28,N28B1,f,Conv,2575,2392
ind206,N,N28,N28B1,m,Conv,2378,2467
ind207,N,N28,N28B1,f,Conv,2453,2619
ind208,N,N28,N28B2,m,Conv,2646,2696
ind209,N,N28,N28B2,f,Conv,2581,2630
ind210,N,N28,N28B2,m,Conv,2485,2549
ind211,N,N28,N28B2,f,Conv,2625,2371
ind212,O,O29,O29B1,m,Bio,2646,2939
ind213,O,O29,O29B1,f,Bio,2695,2426
ind214,O,O29,O29B1,m,Bio,2575,2778
ind215,O,O29,O29B1,f,Bio,2621,2584
ind216,O,O29,O29B2,m,Bio,2532,3158
ind217,O,O29,O29B2,f,Bio,2726,2768
ind218,O,O29,O29B2,m,Bio,2488,2495
ind219,O,O29,O29B2,f,Bio,2462,2561
ind220,O,O30,O30B1,m,Conv,2543,3002
ind221,O,O30,O30B1,f,Conv,2551,2474
ind222,O,O30,O30B1,m,Conv,2552,2490
ind223,O,O30,O30B1,f,Conv,2688,2638
ind224,O,O30,O30B2,m,Conv,2677,2601
ind225,O,O30,O30B2,f,Conv,2651,2517
ind226,O,O30,O30B2,m,Conv,2648,3119
ind227,O,O30,O30B2,f,Conv,2705,2941
ind228,P,P31,P31B1,m,Bio,2579,2463
ind229,P,P31,P31B1,f,Bio,2425,2668
ind230,P,P31,P31B1,m,Bio,2328,2373
ind231,P,P31,P31B1,f,Bio,2417,3133
ind232,P,P31,P31B2,m,Bio,2427,2791
ind233,P,P31,P31B2,f,Bio,2710,2674
ind234,P,P31,P31B2,m,Bio,2674,2975
ind235,P,P31,P31B2,f,Bio,2706,2649
ind236,P,P32,P32B1,m,Conv,2584,2681
ind237,P,P32,P32B1,f,Conv,2546,2555
ind239,P,P32,P32B1,f,Conv,2582,2602
ind240,P,P32,P32B2,m,Conv,2527,3078
ind241,P,P32,P32B2,f,Conv,2456,2483
ind242,Q,Q33,Q33B1,m,Bio,2412,2904
ind243,Q,Q33,Q33B1,f,Bio,2714,2726
ind244,Q,Q33,Q33B1,m,Bio,2588,2636
ind245,Q,Q33,Q33B1,f,Bio,2591,3016
ind246,Q,Q33,Q33B2,m,Bio,2475,2647
ind247,Q,Q33,Q33B2,f,Bio,2683,2500
ind248,Q,Q33,Q33B2,m,Bio,2550,2775
ind249,Q,Q33,Q33B2,f,Bio,2737,2769
ind250,Q,Q34,Q34B1,m,Conv,2609,2655
ind251,Q,Q34,Q34B1,f,Conv,2699,2659
ind252,Q,Q34,Q34B1,m,Conv,2584,2606
ind253,Q,Q34,Q34B1,f,Conv,2606,2650
ind254,Q,Q34,Q34B2,m,Conv,2360,2466
ind255,Q,Q34,Q34B2,f,Conv,2735,2683
ind256,Q,Q34,Q34B2,m,Conv,2550,2875
ind257,Q,Q34,Q34B2,f,Conv,2599,3120
ind258,R,R35,R35B1,m,Bio,2471,2457
ind259,R,R35,R35B2,f,Bio,2507,2636
ind260,R,R35,R35B1,m,Bio,2596,2588
ind261,R,R35,R35B2,f,Bio,2644,2266
ind262,R,R36,R36B2,m,Conv,2493,2450
ind263,R,R36,R36B1,f,Conv,2661,2937
ind264,R,R36,R36B2,m,Conv,2485,2450
ind265,R,R36,R36B1,f,Conv,2481,2770
ind266,R,R36,R36B2,m,Conv,2560,2545
ind267,R,R36,R36B2,f,Conv,2647,2717
ind268,S,S37,S37B1,m,Bio,2473,3155
ind269,S,S37,S37B1,f,Bio,2384,2361
ind270,S,S37,S37B1,m,Bio,2501,2468
ind271,S,S37,S37B1,f,Bio,2621,2537
ind272,S,S37,S37B2,m,Bio,2603,3040
ind273,S,S37,S37B2,f,Bio,2613,2810
ind274,S,S37,S37B2,m,Bio,2579,2717
ind275,S,S37,S37B2,f,Bio,2721,2634
ind276,S,S38,S38B1,m,Conv,2494,2583
ind277,S,S38,S38B1,f,Conv,2492,3156
ind278,S,S38,S38B1,m,Conv,2497,2608
ind279,S,S38,S38B1,f,Conv,2527,2225
ind280,S,S38,S38B2,m,Conv,2499,2624
ind281,S,S38,S38B2,f,Conv,2729,2418
ind282,S,S38,S38B2,m,Conv,2542,2430
ind283,S,S38,S38B2,f,Conv,2495,2568
ind284,T,T39,T39B1,m,Bio,2364,2316
ind285,T,T39,T39B1,f,Bio,2465,2860
ind286,T,T39,T39B1,m,Bio,2530,3341
ind287,T,T39,T39B1,f,Bio,2586,2429
ind288,T,T39,T39B2,m,Bio,2594,3010
ind289,T,T39,T39B2,f,Bio,2694,2699
ind290,T,T39,T39B2,m,Bio,2559,2612
ind291,T,T39,T39B2,f,Bio,2507,2583
ind292,T,T40,T40B2,m,Conv,2348,2521
ind293,T,T40,T40B1,f,Conv,2562,2450
