Name,GlobalParcelle,Parcelle,Barber,Sexe,BioConv,Mcentroid,Ecentroid,Ecentroid2
ind195,M,M26,M26B2,f,Conv,2389,2431,2499
ind196,N,N27,N27B1,m,Bio,2534,2651,3010
ind197,N,N27,N27B1,f,Bio,2650,2614,2680
ind198,N,N27,N27B1,m,Bio,2499,2863,2473
ind199,N,N27,N27B1,f,Bio,2499,2586,2696
ind200,N,N27,N27B2,m,Bio,2662,2608,2590
ind201,N,N27,N27B2,f,Bio,2670,2572,2742
ind202,N,N27,N27B2,m,Bio,2609,2600,2644
ind203,N,N27,N27B2,f,Bio,2711,2331,2825
ind204,N,N28,N28B1,m,Conv,2326,2329,2390
ind205,N,N28,N28B1,f,Conv,2575,2392,2490
ind206,N,N28,N28B1,m,Conv,2378,2467,2473
ind207,N,N28,N28B1,f,Conv,2453,2619,2618
ind208,N,N28,N28B2,m,Conv,2646,2696,2791
ind209,N,N28,N28B2,f,Conv,2581,2630,3185
ind210,N,N28,N28B2,m,Conv,2485,2549,2897
ind211,N,N28,N28B2,f,Conv,2625,2371,2260
ind212,O,O29,O29B1,m,Bio,2646,2939,3117
ind213,O,O29,O29B1,f,Bio,2695,2426,3257
ind214,O,O29,O29B1,m,Bio,2575,2778,2838
ind215,O,O29,O29B1,f,Bio,2621,2584,2667
ind216,O,O29,O29B2,m,Bio,2532,3158,2774
ind217,O,O29,O29B2,f,Bio,2726,2768,2758
ind218,O,O29,O29B2,m,Bio,2488,2495,3094
ind219,O,O29,O29B2,f,Bio,2462,2561,2833
ind220,O,O30,O30B1,m,Conv,2543,3002,2528
ind221,O,O30,O30B1,f,Conv,2551,2474,2732
ind222,O,O30,O30B1,m,Conv,2552,2490,2474
ind223,O,O30,O30B1,f,Conv,2688,2638,3266
ind224,O,O30,O30B2,m,Conv,2677,2601,2551
ind225,O,O30,O30B2,f,Conv,2651,2517,3408
ind226,O,O30,O30B2,m,Conv,2648,3119,2524
ind227,O,O30,O30B2,f,Conv,2705,2941,2756
ind228,P,P31,P31B1,m,Bio,2579,2463,2456
ind229,P,P31,P31B1,f,Bio,2425,2668,2879
ind230,P,P31,P31B1,m,Bio,2328,2373,2798
ind231,P,P31,P31B1,f,Bio,2417,3133,2407
ind232,P,P31,P31B2,m,Bio,2427,2791,2441
ind233,P,P31,P31B2,f,Bio,2710,2674,2656
ind234,P,P31,P31B2,m,Bio,2674,2975,2813
ind235,P,P31,P31B2,f,Bio,2706,2649,2867
ind236,P,P32,P32B1,m,Conv,2584,2681,3029
ind237,P,P32,P32B1,f,Conv,2546,2555,2947
ind238,P,P32,P32B2,m,Conv,2401,0,0
ind239,P,P32,P32B1,f,Conv,2582,2602,2824
ind240,P,P32,P32B2,m,Conv,2527,3078,3519
ind241,P,P32,P32B2,f,Conv,2456,2483,2386
ind242,Q,Q33,Q33B1,m,Bio,2412,2904,2595
ind243,Q,Q33,Q33B1,f,Bio,2714,2726,2803
ind244,Q,Q33,Q33B1,m,Bio,2588,2636,2451
ind245,Q,Q33,Q33B1,f,Bio,2591,3016,2794
ind246,Q,Q33,Q33B2,m,Bio,2475,2647,2298
ind247,Q,Q33,Q33B2,f,Bio,2683,2500,2627
ind248,Q,Q33,Q33B2,m,Bio,2550,2775,2488
ind249,Q,Q33,Q33B2,f,Bio,2737,2769,2894
ind250,Q,Q34,Q34B1,m,Conv,2609,2655,2812
ind251,Q,Q34,Q34B1,f,Conv,2699,2659,2655
ind252,Q,Q34,Q34B1,m,Conv,2584,2606,2423
ind253,Q,Q34,Q34B1,f,Conv,2606,2650,2642
ind254,Q,Q34,Q34B2,m,Conv,2360,2466,2411
ind255,Q,Q34,Q34B2,f,Conv,2735,2683,2546
ind256,Q,Q34,Q34B2,m,Conv,2550,2875,3218
ind257,Q,Q34,Q34B2,f,Conv,2599,3120,2354
ind258,R,R35,R35B1,m,Bio,2471,2457,2769
ind259,R,R35,R35B2,f,Bio,2507,2636,2632
ind260,R,R35,R35B1,m,Bio,2596,2588,2824
ind261,R,R35,R35B2,f,Bio,2644,2266,2651
ind262,R,R36,R36B2,m,Conv,2493,2450,2405
ind263,R,R36,R36B1,f,Conv,2661,2937,2839
ind264,R,R36,R36B2,m,Conv,2485,2450,2647
ind265,R,R36,R36B1,f,Conv,2481,2770,2577
ind266,R,R36,R36B2,m,Conv,2560,2545,2542
ind267,R,R36,R36B2,f,Conv,2647,2717,2988
ind268,S,S37,S37B1,m,Bio,2473,3155,3418
ind269,S,S37,S37B1,f,Bio,2384,2361,2342
ind270,S,S37,S37B1,m,Bio,2501,2468,2483
ind271,S,S37,S37B1,f,Bio,2621,2537,2608
ind272,S,S37,S37B2,m,Bio,2603,3040,2599
ind273,S,S37,S37B2,f,Bio,2613,2810,2176
ind274,S,S37,S37B2,m,Bio,2579,2717,2771
ind275,S,S37,S37B2,f,Bio,2721,2634,2940
ind276,S,S38,S38B1,m,Conv,2494,2583,2591
ind277,S,S38,S38B1,f,Conv,2492,3156,2544
ind278,S,S38,S38B1,m,Conv,2497,2608,3282
ind279,S,S38,S38B1,f,Conv,2527,2225,2243
ind280,S,S38,S38B2,m,Conv,2499,2624,2733
ind281,S,S38,S38B2,f,Conv,2729,2418,2665
ind282,S,S38,S38B2,m,Conv,2542,2430,2585
ind283,S,S38,S38B2,f,Conv,2495,2568,2632
ind284,T,T39,T39B1,m,Bio,2364,2316,2310
ind285,T,T39,T39B1,f,Bio,2465,2860,2760
ind286,T,T39,T39B1,m,Bio,2530,3341,2848
ind287,T,T39,T39B1,f,Bio,2586,2429,2708
ind288,T,T39,T39B2,m,Bio,2594,3010,2666
ind289,T,T39,T39B2,f,Bio,2694,2699,2605
ind290,T,T39,T39B2,m,Bio,2559,2612,2535
ind291,T,T39,T39B2,f,Bio,2507,2583,2588
ind292,T,T40,T40B2,m,Conv,2348,2521,2646
ind293,T,T40,T40B1,f,Conv,2562,2450,2137
